customer_id,name,city,email,signup_date
C0464,Customer 464,Chennai,customer464@example.com,2026-04-09
C0465,Customer 465,Chennai,customer465@example.com,2026-04-10
C0466,Customer 466,Delhi,customer466@example.com,2026-04-11
C0467,Customer 467,Bangalore,customer467@example.com,2026-04-12
C0468,Customer 468,Chennai,customer468@example.com,2026-04-13
C0469,Customer 469,Mumbai,customer469@example.com,2026-04-14
C0470,Customer 470,Bangalore,customer470@example.com,2026-04-15
C0471,Customer 471,Mumbai,customer471@example.com,2026-04-16
C0472,Customer 472,Pune,customer472@example.com,2026-04-17
C0473,Customer 473,Delhi,customer473@example.com,2026-04-18
C0474,Customer 474,Pune,customer474@example.com,2026-04-19
C0475,Customer 475,Mumbai,customer475@example.com,2026-04-20
C0476,Customer 476,Chennai,customer476@example.com,2026-04-21
C0477,Customer 477,Bangalore,customer477@example.com,2026-04-22
C0478,Customer 478,Delhi,customer478@example.com,2026-04-23
C0479,Customer 479,Delhi,customer479@example.com,2026-04-24
C0480,Customer 480,Chennai,customer480@example.com,2026-04-25
C0481,Customer 481,Pune,customer481@example.com,2026-04-26
C0482,Customer 482,Mumbai,customer482@example.com,2026-04-27
C0483,Customer 483,Bangalore,customer483@example.com,2026-04-28
C0484,Customer 484,Chennai,customer484@example.com,2026-04-29
C0485,Customer 485,Chennai,customer485@example.com,2026-04-30
C0486,Customer 486,Mumbai,customer486@example.com,2026-05-01
C0487,Customer 487,Bangalore,customer487@example.com,2026-05-02
C0488,Customer 488,Pune,customer488@example.com,2026-05-03
C0489,Customer 489,Chennai,customer489@example.com,2026-05-04
C0490,Customer 490,Chennai,customer490@example.com,2026-05-05
C0491,Customer 491,Delhi,customer491@example.com,2026-05-06
C0492,Customer 492,Delhi,customer492@example.com,2026-05-07
C0493,Customer 493,Bangalore,customer493@example.com,2026-05-08
C0494,Customer 494,Chennai,customer494@example.com,2026-05-09
C0495,Customer 495,Bangalore,customer495@example.com,2026-05-10
C0496,Customer 496,Bangalore,customer496@example.com,2026-05-11
C0497,Customer 497,Bangalore,customer497@example.com,2026-05-12
C0498,Customer 498,Bangalore,customer498@example.com,2026-05-13
C0499,Customer 499,Bangalore,customer499@example.com,2026-05-14
C0500,Customer 500,Delhi,customer500@example.com,2026-05-15
